freq,unit,c_unload,c_load,geo\TIME_PERIOD	2005 	2010 	2015 	2020 
A,PAS,AT13,SK04,SK	168 	390 	1919 	5403 
A,PAS,AT13,TR,AT	: c	: 	: 	: 
A,PAS,AT13,TR10,AT	: 	: c	: 	: 
A,PAS,AT13,TR21,AT	: 	: 	: c	: 
A,PAS,AT13,UA,AT	: c	: c	: c	: c
A,PAS,AT13,UKJ1,AT	: c	: c	: 	: 
A,PAS,AT13,UKJ3,AT	: c	: c	: 	: 
A,PAS,AT13,UKK4,AT	: c	: c	: 	: 
A,PAS,AT21,AT13,AT	: c	: c	: c	: c
A,PAS,AT21,AT21,AT	: c	: c	: c	: c
A,PAS,AT21,AT22,AT	: c	: c	: c	: c
A,PAS,AT21,AT31,AT	: c	: c	: c	: c
A,PAS,AT21,AT32,AT	: c	: c	: c	: c
A,PAS,AT21,AT33,AT	: c	: c	: c	: c
A,PAS,AT21,AT34,AT	: c	: c	: c	: c
A,PAS,AT21,BE10,AT	: c	: c	: c	: c
A,PAS,AT21,BE10,BE	33 	: 	: c	: 
A,PAS,AT21,BE21,AT	: c	: c	: c	: c
A,PAS,AT21,BE21,BE	16 	: 	: c	: 
A,PAS,AT21,BE22,BE	2 	: 	: c	: 
A,PAS,AT21,BE23,AT	: c	: c	: 	: 
A,PAS,AT21,BE23,BE	14 	: 	: c	: 
A,PAS,AT21,BE25,BE	13 	: 	: c	: 
A,PAS,AT21,BE32,BE	5 	: 	: c	: 
A,PAS,AT21,BE33,AT	: c	: c	: 	: 
A,PAS,AT21,BE33,BE	36 	: 	: c	: 
A,PAS,AT21,BE35,BE	2 	: 	: c	: 
A,PAS,AT21,BG,AT	: c	: 	: 	: 
A,PAS,AT21,BG41,AT	: 	: c	: c	: 
A,PAS,AT21,CH01,AT	: c	: c	: c	: c
A,PAS,AT21,CH02,AT	: c	: c	: c	: c
A,PAS,AT21,CH02,CH	: 	: c	: c	: c
A,PAS,AT21,CH03,AT	: c	: c	: c	: c
A,PAS,AT21,CH03,CH	: 	: c	: c	: c
A,PAS,AT21,CH04,AT	: c	: c	: c	: c
A,PAS,AT21,CH04,CH	: 	: c	: c	: c
A,PAS,AT21,CH05,AT	: c	: c	: c	: c
A,PAS,AT21,CH05,CH	: 	: c	: c	: c
A,PAS,AT21,CH06,AT	: c	: c	: c	: c
A,PAS,AT21,CH06,CH	: 	: 	: c	: c
A,PAS,AT21,CZ01,AT	: c	: c	: c	: c
A,PAS,AT21,CZ01,CZ	200 	980 	1452 	500 
A,PAS,AT21,CZ02,CZ	10 	20 	34 	10 
A,PAS,AT21,CZ03,AT	: 	: 	: c	: c
A,PAS,AT21,CZ03,CZ	40 	20 	109 	79 
A,PAS,AT21,CZ04,CZ	10 	20 	40 	6 
A,PAS,AT21,CZ05,CZ	20 	30 	135 	45 
A,PAS,AT21,CZ06,AT	: 	: 	: c	: c
A,PAS,AT21,CZ06,CZ	120 	280 	702 	262 
A,PAS,AT21,CZ07,CZ	50 	100 	248 	113 
A,PAS,AT21,CZ08,CZ	90 	140 	289 	127 
A,PAS,AT21,CZZZ,AT	: c	: c	: 	: 
A,PAS,AT21,DE11,DE	2673 	: 	: 	: 
A,PAS,AT21,DE12,AT	: c	: c	: c	: c
A,PAS,AT21,DE12,DE	1805 	: 	: 	: 
A,PAS,AT21,DE13,AT	: c	: c	: c	: c
A,PAS,AT21,DE13,DE	631 	: 	: 	: 
A,PAS,AT21,DE14,DE	1067 	: 	: 	: 
A,PAS,AT21,DE21,AT	: c	: c	: c	: c
A,PAS,AT21,DE21,DE	11612 	: 	: 	: 
A,PAS,AT21,DE22,DE	97 	: 	: 	: 
A,PAS,AT21,DE23,AT	: c	: c	: c	: c
A,PAS,AT21,DE23,DE	380 	: 	: 	: 
A,PAS,AT21,DE24,DE	283 	: 	: 	: 
A,PAS,AT21,DE25,AT	: c	: c	: c	: c
A,PAS,AT21,DE25,DE	1064 	: 	: 	: 
A,PAS,AT21,DE26,DE	413 	: 	: 	: 
A,PAS,AT21,DE27,AT	: c	: c	: c	: c
A,PAS,AT21,DE27,DE	1029 	: 	: 	: 
A,PAS,AT21,DE30,AT	: c	: c	: c	: c
A,PAS,AT21,DE30,DE	1397 	: 	: 	: 
A,PAS,AT21,DE40,AT	: 	: 	: c	: c
A,PAS,AT21,DE41,AT	: c	: c	: 	: 
A,PAS,AT21,DE41,DE	26 	: 	: 	: 
A,PAS,AT21,DE42,DE	49 	: 	: 	: 
A,PAS,AT21,DE50,DE	439 	: 	: 	: 
A,PAS,AT21,DE60,AT	: c	: c	: c	: c
A,PAS,AT21,DE60,DE	1416 	: 	: 	: 
A,PAS,AT21,DE71,DE	1655 	: 	: 	: 
A,PAS,AT21,DE72,DE	234 	: 	: 	: 
A,PAS,AT21,DE73,DE	508 	: 	: 	: 
A,PAS,AT21,DE80,DE	127 	: 	: 	: 
A,PAS,AT21,DE91,DE	426 	: 	: 	: 
A,PAS,AT21,DE92,DE	1018 	: 	: 	: 
A,PAS,AT21,DE93,DE	321 	: 	: 	: 
A,PAS,AT21,DE94,DE	578 	: 	: 	: 
A,PAS,AT21,DEA1,DE	2306 	: 	: 	: 
A,PAS,AT21,DEA2,AT	: c	: c	: c	: c
A,PAS,AT21,DEA2,DE	1867 	: 	: 	: 
A,PAS,AT21,DEA3,DE	354 	: 	: 	: 
A,PAS,AT21,DEA4,DE	423 	: 	: 	: 
A,PAS,AT21,DEA5,AT	: c	: c	: c	: c
A,PAS,AT21,DEA5,DE	1163 	: 	: 	: 
A,PAS,AT21,DEB1,DE	336 	: 	: 	: 
A,PAS,AT21,DEB2,DE	43 	: 	: 	: 
A,PAS,AT21,DEB3,DE	709 	: 	: 	: 
A,PAS,AT21,DEC0,DE	217 	: 	: 	: 
A,PAS,AT21,DED1,DE	122 	: 	: 	: 
A,PAS,AT21,DED2,DE	187 	: 	: 	: 
A,PAS,AT21,DED3,DE	275 	: 	: 	: 
A,PAS,AT21,DEE1,DE	32 	: 	: 	: 
A,PAS,AT21,DEE2,DE	134 	: 	: 	: 
A,PAS,AT21,DEE3,DE	89 	: 	: 	: 
A,PAS,AT21,DEF0,DE	740 	: 	: 	: 
A,PAS,AT21,DEG0,DE	358 	: 	: 	: 
A,PAS,AT21,DK,DK	184 	: 	: 	: 
A,PAS,AT21,DK01,AT	: 	: 	: c	: c
A,PAS,AT21,DK04,AT	: 	: 	: c	: c
A,PAS,AT21,EL12,AT	: c	: c	: 	: 
A,PAS,AT21,ES30,AT	: c	: c	: 	: 
A,PAS,AT21,FI18,AT	: c	: c	: 	: 
A,PAS,AT21,FR10,AT	: c	: c	: c	: c
A,PAS,AT21,FR10,FR	: c	: c	: 	: 
A,PAS,AT21,FR21,FR	: c	: 	: 	: 
A,PAS,AT21,FR30,AT	: c	: c	: c	: 
A,PAS,AT21,FR41,FR	: c	: 	: 	: 
A,PAS,AT21,FR42,FR	: c	: c	: c	: 
A,PAS,AT21,FR71,AT	: c	: c	: c	: 
A,PAS,AT21,FR71,FR	: c	: 	: 	: 
A,PAS,AT21,FR82,FR	: c	: c	: 	: 
A,PAS,AT21,FRE1,AT	: 	: 	: 	: c
A,PAS,AT21,FRK2,AT	: 	: 	: 	: c
A,PAS,AT21,HR,AT	: c	: 	: 	: 
A,PAS,AT21,HR01,HR	: 	2566 	: 	: 
A,PAS,AT21,HR02,AT	: 	: c	: 	: 
A,PAS,AT21,HR02,HR	: 	736 	: 	283 
A,PAS,AT21,HR03,HR	: 	363 	351 	198 
A,PAS,AT21,HR04,AT	: 	: 	: c	: 
A,PAS,AT21,HR04,HR	: 	: 	3232 	: 
A,PAS,AT21,HR05,AT	: 	: 	: 	: c
A,PAS,AT21,HR05,HR	: 	: 	: 	842 
A,PAS,AT21,HR06,HR	: 	: 	: 	9 
A,PAS,AT21,HU10,AT	: c	: c	: c	: c
A,PAS,AT21,HU10,HU	338 	2049 	: c	: 
A,PAS,AT21,HU11,HU	: 	: 	: 	: c
A,PAS,AT21,HU21,HU	3 	38 	: c	: 
A,PAS,AT21,HU22,AT	: c	: c	: c	: c
A,PAS,AT21,HU22,HU	86 	55 	: c	: 
A,PAS,AT21,HU23,HU	: 	49 	: c	: 
A,PAS,AT21,HU31,AT	: 	: 	: c	: c
A,PAS,AT21,HU31,HU	: 	25 	: c	: 
A,PAS,AT21,HU32,HU	: 	22 	: c	: 
A,PAS,AT21,HU33,HU	: 	60 	: c	: 
A,PAS,AT21,HUZZ,AT	: c	: c	: 	: 
A,PAS,AT21,IE02,AT	: c	: c	: 	: 
A,PAS,AT21,ITC1,IT	: c	: 	: 	: 
A,PAS,AT21,ITC3,AT	: 	: 	: c	: c
A,PAS,AT21,ITC4,AT	: 	: 	: c	: c
A,PAS,AT21,ITC4,IT	: c	: c	: 	: c
A,PAS,AT21,ITD1,IT	: c	: 	: 	: 
A,PAS,AT21,ITD2,IT	: c	: 	: 	: 
A,PAS,AT21,ITD3,AT	: c	: c	: 	: 
A,PAS,AT21,ITD3,IT	: c	: c	: 	: 
A,PAS,AT21,ITD4,AT	: c	: c	: 	: 
A,PAS,AT21,ITD4,IT	: c	: c	: 	: 
A,PAS,AT21,ITD5,AT	: c	: c	: 	: 
A,PAS,AT21,ITD5,IT	: c	: c	: 	: 
A,PAS,AT21,ITE1,IT	: c	: c	: 	: 
A,PAS,AT21,ITE2,IT	: c	: c	: 	: 
A,PAS,AT21,ITE3,IT	: c	: 	: 	: 
A,PAS,AT21,ITE4,AT	: c	: c	: 	: 
A,PAS,AT21,ITE4,IT	: c	: c	: 	: 
A,PAS,AT21,ITF1,IT	: c	: 	: 	: 
A,PAS,AT21,ITF4,IT	: c	: 	: 	: 
A,PAS,AT21,ITF6,IT	: c	: 	: 	: 
A,PAS,AT21,ITH1,IT	: 	: 	: 	: c
A,PAS,AT21,ITH3,AT	: 	: 	: c	: c
A,PAS,AT21,ITH3,IT	: 	: 	: 	: c
A,PAS,AT21,ITH5,IT	: 	: 	: 	: c
A,PAS,AT21,ITI1,IT	: 	: 	: 	: c
A,PAS,AT21,ITI2,IT	: 	: 	: 	: c
A,PAS,AT21,ITI4,AT	: 	: 	: c	: c
A,PAS,AT21,ITI4,IT	: 	: 	: 	: c
A,PAS,AT21,LI,AT	: c	: 	: 	: 
A,PAS,AT21,LIXX,AT	: 	: 	: c	: 
A,PAS,AT21,LT,AT	: c	: c	: 	: 
A,PAS,AT21,LU,AT	: c	: c	: 	: 
A,PAS,AT21,LU,LU	13 	: c	12 	: c
A,PAS,AT21,LV,AT	: c	: c	: 	: 
A,PAS,AT21,MK,AT	: c	: c	: 	: 
A,PAS,AT21,NL11,NL	61 	: c	: 	: 
A,PAS,AT21,NL12,NL	20 	: 	: 	: 
A,PAS,AT21,NL13,NL	23 	: c	: 	: 
A,PAS,AT21,NL21,NL	56 	: c	: 	: 
A,PAS,AT21,NL22,AT	: c	: c	: 	: 
A,PAS,AT21,NL22,NL	262 	: c	: c	: c
A,PAS,AT21,NL23,NL	16 	: 	: 	: 
A,PAS,AT21,NL31,AT	: c	: c	: c	: c
A,PAS,AT21,NL31,NL	445 	: c	: c	: c
A,PAS,AT21,NL32,AT	: c	: c	: c	: c
A,PAS,AT21,NL32,NL	519 	: c	: c	: c
A,PAS,AT21,NL33,AT	: 	: 	: c	: c
A,PAS,AT21,NL33,NL	465 	: c	: c	: c
A,PAS,AT21,NL34,NL	16 	: 	: 	: 
A,PAS,AT21,NL41,AT	: c	: c	: c	: c
A,PAS,AT21,NL41,NL	154 	: c	: 	: 
A,PAS,AT21,NL42,NL	51 	: c	: 	: 
A,PAS,AT21,NO01,AT	: c	: c	: 	: 
A,PAS,AT21,NO05,AT	: c	: c	: 	: 
A,PAS,AT21,NO06,AT	: c	: c	: 	: 
A,PAS,AT21,PL11,PL	: 	4 	2 	: 
A,PAS,AT21,PL12,AT	: c	: c	: c	: c
A,PAS,AT21,PL12,PL	78 	226 	38 	: 
A,PAS,AT21,PL21,AT	: c	: c	: c	: c
A,PAS,AT21,PL21,PL	12 	17 	5 	: 
A,PAS,AT21,PL22,PL	33 	138 	57 	: 
A,PAS,AT21,PL31,PL	1 	8 	: 	: 
A,PAS,AT21,PL32,PL	2 	: 	: 	: 
A,PAS,AT21,PL34,PL	2 	4 	: 	: 
A,PAS,AT21,PL41,PL	4 	4 	2 	: 
A,PAS,AT21,PL42,PL	2 	: 	: 	: 
A,PAS,AT21,PL43,PL	1 	: 	: 	: 
A,PAS,AT21,PL51,PL	3 	4 	: 	: 
A,PAS,AT21,PL52,PL	2 	: 	: 	: 
A,PAS,AT21,PL61,PL	1 	: 	: 	: 
A,PAS,AT21,PL62,PL	: 	4 	: 	: 
A,PAS,AT21,PL63,PL	8 	8 	: 	: 
A,PAS,AT21,PT17,AT	: c	: c	: 	: 
A,PAS,AT21,RO,AT	: c	: 	: 	: 
A,PAS,AT21,RO11,AT	: 	: c	: 	: 
A,PAS,AT21,RO12,AT	: 	: c	: c	: c
A,PAS,AT21,RO32,AT	: 	: c	: c	: c
A,PAS,AT21,RO41,AT	: 	: 	: c	: c
A,PAS,AT21,RU,AT	: c	: c	: 	: 
A,PAS,AT21,SEZZ,AT	: c	: c	: 	: 
A,PAS,AT21,SI,AT	: c	: 	: 	: 
A,PAS,AT21,SI,SI	6378 	: 	: 	: 
A,PAS,AT21,SI01,SI	: 	1972 	: 	: 
A,PAS,AT21,SI02,SI	: 	4630 	: 	: 
A,PAS,AT21,SI03,SI	: 	: 	777 	786 
A,PAS,AT21,SI04,AT	: 	: 	: c	: c
A,PAS,AT21,SI04,SI	: 	: 	8239 	10432 
A,PAS,AT21,SIZZ,AT	: 	: c	: 	: 
A,PAS,AT21,SK01,AT	: c	: c	: c	: c
A,PAS,AT21,SK01,SK	1323 	826 	1076 	342 
A,PAS,AT21,SK02,SK	162 	156 	159 	80 
A,PAS,AT21,SK03,SK	149 	157 	123 	83 
A,PAS,AT21,SK04,AT	: c	: c	: c	: c
A,PAS,AT21,SK04,SK	322 	897 	473 	230 
A,PAS,AT21,TR,AT	: c	: 	: 	: 
A,PAS,AT21,TR10,AT	: 	: c	: 	: 
A,PAS,AT21,UA,AT	: c	: c	: c	: c
A,PAS,AT21,UKJ1,AT	: c	: c	: 	: 
A,PAS,AT21,UKJ3,AT	: c	: c	: 	: 
A,PAS,AT21,UKK4,AT	: c	: c	: 	: 
A,PAS,AT22,AT13,AT	: c	: c	: c	: c
A,PAS,AT22,AT21,AT	: c	: c	: c	: c
A,PAS,AT22,AT22,AT	: c	: c	: c	: c
A,PAS,AT22,AT31,AT	: c	: c	: c	: c
A,PAS,AT22,AT32,AT	: c	: c	: c	: c
A,PAS,AT22,AT33,AT	: c	: c	: c	: c
A,PAS,AT22,AT34,AT	: c	: c	: c	: c
A,PAS,AT22,BE10,AT	: c	: c	: c	: c
A,PAS,AT22,BE10,BE	52 	: 	: c	: 
A,PAS,AT22,BE21,AT	: c	: c	: c	: c
A,PAS,AT22,BE21,BE	11 	: 	: c	: 
A,PAS,AT22,BE22,BE	1 	: 	: c	: 
A,PAS,AT22,BE23,AT	: c	: c	: 	: 
A,PAS,AT22,BE23,BE	13 	: 	: c	: 
A,PAS,AT22,BE24,BE	16 	: 	: c	: 
A,PAS,AT22,BE25,BE	3 	: 	: c	: 
A,PAS,AT22,BE33,AT	: c	: c	: 	: 
A,PAS,AT22,BE33,BE	6 	: 	: c	: 
A,PAS,AT22,BG,AT	: c	: 	: 	: 
A,PAS,AT22,BG41,AT	: 	: c	: c	: 
A,PAS,AT22,CH01,AT	: c	: c	: c	: c
A,PAS,AT22,CH02,AT	: c	: c	: c	: c
A,PAS,AT22,CH02,CH	: 	: c	: 	: 
A,PAS,AT22,CH03,AT	: c	: c	: c	: c
A,PAS,AT22,CH03,CH	: 	: c	: c	: c
A,PAS,AT22,CH04,AT	: c	: c	: c	: c
A,PAS,AT22,CH04,CH	: 	: c	: c	: c
A,PAS,AT22,CH05,AT	: c	: c	: c	: c
A,PAS,AT22,CH05,CH	: 	: c	: c	: c
A,PAS,AT22,CH06,AT	: c	: c	: c	: c
A,PAS,AT22,CH06,CH	: 	: c	: c	: c
A,PAS,AT22,CZ01,AT	: c	: c	: c	: c
A,PAS,AT22,CZ01,CZ	630 	2050 	11939 	3650 
A,PAS,AT22,CZ02,CZ	10 	10 	48 	17 
A,PAS,AT22,CZ03,AT	: 	: 	: c	: c
A,PAS,AT22,CZ03,CZ	40 	70 	185 	197 
A,PAS,AT22,CZ04,CZ	70 	40 	76 	67 
A,PAS,AT22,CZ05,CZ	70 	100 	447 	227 
A,PAS,AT22,CZ06,AT	: 	: 	: c	: c
A,PAS,AT22,CZ06,CZ	700 	460 	2627 	1663 
A,PAS,AT22,CZ07,CZ	290 	180 	285 	187 
A,PAS,AT22,CZ08,CZ	340 	180 	359 	317 
A,PAS,AT22,CZZZ,AT	: c	: c	: 	: 
A,PAS,AT22,DE11,DE	2368 	: 	: 	: 
A,PAS,AT22,DE12,AT	: c	: c	: c	: c
A,PAS,AT22,DE12,DE	1588 	: 	: 	: 
A,PAS,AT22,DE13,AT	: c	: c	: c	: c
A,PAS,AT22,DE13,DE	760 	: 	: 	: 
A,PAS,AT22,DE14,DE	824 	: 	: 	: 
A,PAS,AT22,DE21,AT	: c	: c	: c	: c
A,PAS,AT22,DE21,DE	9938 	: 	: 	: 
A,PAS,AT22,DE22,DE	181 	: 	: 	: 
A,PAS,AT22,DE23,AT	: c	: c	: c	: c
A,PAS,AT22,DE23,DE	470 	: 	: 	: 
A,PAS,AT22,DE24,DE	269 	: 	: 	: 
A,PAS,AT22,DE25,AT	: c	: c	: c	: c
A,PAS,AT22,DE25,DE	1120 	: 	: 	: 
A,PAS,AT22,DE26,DE	554 	: 	: 	: 
A,PAS,AT22,DE27,AT	: c	: c	: c	: c
A,PAS,AT22,DE27,DE	865 	: 	: 	: 
A,PAS,AT22,DE30,AT	: c	: c	: c	: c
A,PAS,AT22,DE30,DE	1216 	: 	: 	: 
A,PAS,AT22,DE40,AT	: 	: 	: c	: c
A,PAS,AT22,DE41,AT	: c	: c	: 	: 
A,PAS,AT22,DE41,DE	49 	: 	: 	: 
A,PAS,AT22,DE42,DE	68 	: 	: 	: 
A,PAS,AT22,DE50,DE	699 	: 	: 	: 
A,PAS,AT22,DE60,AT	: c	: c	: c	: c
A,PAS,AT22,DE60,DE	1692 	: 	: 	: 
A,PAS,AT22,DE71,DE	1749 	: 	: 	: 
A,PAS,AT22,DE72,DE	326 	: 	: 	: 
A,PAS,AT22,DE73,DE	510 	: 	: 	: 
A,PAS,AT22,DE80,DE	139 	: 	: 	: 
A,PAS,AT22,DE91,DE	491 	: 	: 	: 
A,PAS,AT22,DE92,DE	824 	: 	: 	: 
A,PAS,AT22,DE93,DE	314 	: 	: 	: 
A,PAS,AT22,DE94,DE	517 	: 	: 	: 
A,PAS,AT22,DEA1,DE	1510 	: 	: 	: 
A,PAS,AT22,DEA2,AT	: c	: c	: c	: c
A,PAS,AT22,DEA2,DE	1393 	: 	: 	: 
A,PAS,AT22,DEA3,DE	324 	: 	: 	: 
A,PAS,AT22,DEA4,DE	522 	: 	: 	: 
A,PAS,AT22,DEA5,AT	: c	: c	: c	: c
A,PAS,AT22,DEA5,DE	587 	: 	: 	: 
A,PAS,AT22,DEB1,DE	286 	: 	: 	: 
A,PAS,AT22,DEB2,DE	56 	: 	: 	: 
A,PAS,AT22,DEB3,DE	528 	: 	: 	: 
A,PAS,AT22,DEC0,DE	233 	: 	: 	: 
A,PAS,AT22,DED1,DE	89 	: 	: 	: 
A,PAS,AT22,DED2,DE	255 	: 	: 	: 
A,PAS,AT22,DED3,DE	209 	: 	: 	: 
A,PAS,AT22,DEE1,DE	66 	: 	: 	: 
A,PAS,AT22,DEE2,DE	96 	: 	: 	: 
A,PAS,AT22,DEE3,DE	122 	: 	: 	: 
A,PAS,AT22,DEF0,DE	610 	: 	: 	: 
A,PAS,AT22,DEG0,DE	315 	: 	: 	: 
A,PAS,AT22,DK,DK	146 	: 	: 	: 
A,PAS,AT22,DK01,AT	: 	: 	: c	: c
A,PAS,AT22,DK04,AT	: 	: 	: c	: c
A,PAS,AT22,EL12,AT	: c	: c	: 	: 
A,PAS,AT22,ES30,AT	: c	: c	: 	: 
A,PAS,AT22,FI18,AT	: c	: c	: 	: 
A,PAS,AT22,FR10,AT	: c	: c	: c	: c
A,PAS,AT22,FR10,FR	: c	: 	: 	: 
A,PAS,AT22,FR21,FR	: c	: 	: 	: 
A,PAS,AT22,FR24,FR	: c	: 	: 	: 
A,PAS,AT22,FR25,FR	: c	: 	: 	: 
A,PAS,AT22,FR30,AT	: c	: c	: 	: 
A,PAS,AT22,FR30,FR	: c	: 	: 	: 
A,PAS,AT22,FR41,FR	: c	: 	: 	: 
A,PAS,AT22,FR42,FR	: c	: c	: c	: 
A,PAS,AT22,FR43,FR	: c	: 	: 	: 
A,PAS,AT22,FR52,FR	: c	: 	: 	: 
A,PAS,AT22,FR53,FR	: c	: 	: 	: 
A,PAS,AT22,FR71,AT	: c	: c	: c	: 
A,PAS,AT22,FR71,FR	: c	: c	: c	: 
A,PAS,AT22,FR81,FR	: c	: 	: 	: 
A,PAS,AT22,FR82,FR	: c	: 	: 	: 
A,PAS,AT22,FRK2,AT	: 	: 	: 	: c
A,PAS,AT22,HR,AT	: c	: 	: 	: 
A,PAS,AT22,HR01,HR	: 	2234 	: 	: 
A,PAS,AT22,HR02,AT	: 	: c	: 	: 
A,PAS,AT22,HR02,HR	: 	146 	: 	12 
A,PAS,AT22,HR03,HR	: 	931 	436 	161 
A,PAS,AT22,HR04,AT	: 	: 	: c	: 
A,PAS,AT22,HR04,HR	: 	: 	1079 	: 
A,PAS,AT22,HR05,AT	: 	: 	: 	: c
A,PAS,AT22,HR05,HR	: 	: 	: 	557 
A,PAS,AT22,HR06,HR	: 	: 	: 	1 
A,PAS,AT22,HU10,AT	: c	: c	: c	: c
A,PAS,AT22,HU10,HU	1542 	21146 	: c	: 
A,PAS,AT22,HU11,HU	: 	: 	: 	: c
A,PAS,AT22,HU12,HU	: 	: 	: 	: c
A,PAS,AT22,HU21,HU	5 	291 	: c	: c
A,PAS,AT22,HU22,AT	: c	: c	: c	: c
A,PAS,AT22,HU22,HU	17404 	431 	: c	: c
A,PAS,AT22,HU23,HU	: 	782 	: c	: c
A,PAS,AT22,HU31,AT	: 	: 	: c	: c
A,PAS,AT22,HU31,HU	: 	96 	: c	: c
A,PAS,AT22,HU32,HU	: 	244 	: c	: c
A,PAS,AT22,HU33,HU	: 	162 	: c	: c
A,PAS,AT22,HUZZ,AT	: c	: c	: 	: 
A,PAS,AT22,IE02,AT	: c	: c	: 	: 
A,PAS,AT22,ITC1,IT	: c	: 	: 	: 
A,PAS,AT22,ITC3,AT	: 	: 	: c	: c
A,PAS,AT22,ITC3,IT	: c	: 	: 	: 
A,PAS,AT22,ITC4,AT	: 	: 	: c	: c
A,PAS,AT22,ITC4,IT	: c	: c	: 	: c
A,PAS,AT22,ITD1,IT	: c	: 	: 	: 
A,PAS,AT22,ITD2,IT	: c	: 	: 	: 
A,PAS,AT22,ITD3,AT	: c	: c	: 	: 
A,PAS,AT22,ITD3,IT	: c	: c	: 	: 
A,PAS,AT22,ITD4,AT	: c	: c	: 	: 
A,PAS,AT22,ITD4,IT	: c	: c	: 	: 
A,PAS,AT22,ITD5,AT	: c	: c	: 	: 
A,PAS,AT22,ITD5,IT	: c	: c	: 	: 
A,PAS,AT22,ITE1,IT	: c	: c	: 	: 
A,PAS,AT22,ITE2,IT	: c	: c	: 	: 
A,PAS,AT22,ITE3,IT	: c	: 	: 	: 
A,PAS,AT22,ITE4,AT	: c	: c	: 	: 
A,PAS,AT22,ITE4,IT	: c	: c	: 	: 
A,PAS,AT22,ITF1,IT	: c	: 	: 	: 
A,PAS,AT22,ITF2,IT	: c	: 	: 	: 
A,PAS,AT22,ITF3,IT	: c	: 	: 	: 
A,PAS,AT22,ITF4,IT	: c	: 	: 	: 
A,PAS,AT22,ITG1,IT	: c	: 	: 	: 
A,PAS,AT22,ITH1,IT	: 	: 	: 	: c
A,PAS,AT22,ITH3,AT	: 	: 	: c	: c
A,PAS,AT22,ITH3,IT	: 	: 	: 	: c
A,PAS,AT22,ITH5,IT	: 	: 	: 	: c
A,PAS,AT22,ITI1,IT	: 	: 	: 	: c
A,PAS,AT22,ITI2,IT	: 	: 	: 	: c
A,PAS,AT22,ITI4,AT	: 	: 	: c	: c
A,PAS,AT22,ITI4,IT	: 	: 	: 	: c
A,PAS,AT22,ITXX,IT	: c	: 	: 	: 
A,PAS,AT22,LI,AT	: c	: 	: 	: 
A,PAS,AT22,LIXX,AT	: 	: 	: c	: 
A,PAS,AT22,LT,AT	: c	: c	: 	: 
A,PAS,AT22,LU,AT	: c	: c	: 	: 
A,PAS,AT22,LU,LU	29 	: c	22 	: c
A,PAS,AT22,LV,AT	: c	: c	: 	: 
A,PAS,AT22,MK,AT	: c	: c	: 	: 
A,PAS,AT22,NL11,NL	35 	: c	: 	: 
A,PAS,AT22,NL12,NL	14 	: 	: 	: 
A,PAS,AT22,NL13,NL	14 	: 	: 	: 
A,PAS,AT22,NL21,NL	76 	: c	: 	: 
A,PAS,AT22,NL22,AT	: c	: c	: 	: 
A,PAS,AT22,NL22,NL	201 	: c	: 	: 
A,PAS,AT22,NL23,NL	11 	: 	: 	: 
A,PAS,AT22,NL31,AT	: c	: c	: c	: c
A,PAS,AT22,NL31,NL	432 	: c	: c	: c
A,PAS,AT22,NL32,AT	: c	: c	: c	: c
A,PAS,AT22,NL32,NL	676 	: c	: c	: c
A,PAS,AT22,NL33,AT	: 	: 	: c	: c
A,PAS,AT22,NL33,NL	902 	: c	: c	: c
A,PAS,AT22,NL34,NL	36 	: c	: 	: 
A,PAS,AT22,NL41,AT	: c	: c	: c	: c
A,PAS,AT22,NL41,NL	1170 	: c	: c	: c
A,PAS,AT22,NL42,NL	41 	: c	: 	: 
A,PAS,AT22,NO01,AT	: c	: c	: 	: 
A,PAS,AT22,NO05,AT	: c	: c	: 	: 
A,PAS,AT22,NO06,AT	: c	: c	: 	: 
A,PAS,AT22,PL11,PL	14 	3 	: 	: 
A,PAS,AT22,PL12,AT	: c	: c	: c	: c
A,PAS,AT22,PL12,PL	268 	271 	40 	: 
A,PAS,AT22,PL21,AT	: c	: c	: c	: c
A,PAS,AT22,PL21,PL	54 	71 	8 	: 
A,PAS,AT22,PL22,PL	119 	190 	31 	: 
A,PAS,AT22,PL31,PL	9 	: 	: 	: 
A,PAS,AT22,PL32,PL	4 	8 	: 	: 
A,PAS,AT22,PL33,PL	2 	2 	: 	: 
A,PAS,AT22,PL34,PL	7 	6 	1 	: 
A,PAS,AT22,PL41,PL	11 	11 	1 	: 
A,PAS,AT22,PL42,PL	4 	2 	: 	: 
A,PAS,AT22,PL43,PL	: 	2 	: 	: 
A,PAS,AT22,PL51,PL	14 	2 	: 	: 
A,PAS,AT22,PL52,PL	3 	8 	1 	: 
A,PAS,AT22,PL61,PL	8 	7 	5 	: 
A,PAS,AT22,PL62,PL	3 	: 	1 	: 
A,PAS,AT22,PL63,PL	29 	17 	1 	: 
A,PAS,AT22,PT17,AT	: c	: c	: 	: 
A,PAS,AT22,RO,AT	: c	: 	: 	: 
A,PAS,AT22,RO11,AT	: 	: c	: 	: 
A,PAS,AT22,RO12,AT	: 	: c	: c	: c
A,PAS,AT22,RO32,AT	: 	: c	: c	: c
A,PAS,AT22,RO41,AT	: 	: 	: c	: c
A,PAS,AT22,RU,AT	: c	: c	: 	: 
A,PAS,AT22,SEZZ,AT	: c	: c	: 	: 
A,PAS,AT22,SI,AT	: c	: 	: 	: 
A,PAS,AT22,SI,SI	10266 	: 	: 	: 
